DateTime                    IWC_z1            IWC_z2            IWC_z3            IWC_z4            IWC_z5            IWC_z6            IWC_z7            IWC_z8            IWC_z9           IWC_z10           IWC_z11           IWC_z12           IWC_z13           IWC_z14           IWC_z15           IWC_z16           IWC_z17           IWC_z18           IWC_z19           IWC_z20           IWC_z21           IWC_z22           IWC_z23           IWC_z24           IWC_z25           IWC_z26           IWC_z27           IWC_z28           IWC_z29           IWC_z30           IWC_z31           IWC_z32           IWC_z33           IWC_z34           IWC_z35           IWC_z36           IWC_z37           IWC_z38           IWC_z39           IWC_z40           IWC_z41           IWC_z42           IWC_z43           IWC_z44           IWC_z45           IWC_z46           IWC_z47           IWC_z48           IWC_z49           IWC_z50           IWC_z51           IWC_z52           IWC_z53           IWC_z54           IWC_z55           IWC_z56           IWC_z57           IWC_z58           IWC_z59           IWC_z60           IWC_z61           IWC_z62           IWC_z63           IWC_z64           IWC_z65           IWC_z66           IWC_z67           IWC_z68           IWC_z69           IWC_z70           IWC_z71           IWC_z72           IWC_z73           IWC_z74           IWC_z75           IWC_z76           IWC_z77           IWC_z78           IWC_z79           IWC_z80           IWC_z81           IWC_z82           IWC_z83           IWC_z84           IWC_z85           IWC_z86           IWC_z87           IWC_z88           IWC_z89           IWC_z90           IWC_z91           IWC_z92           IWC_z93           IWC_z94           IWC_z95           IWC_z96           IWC_z97           IWC_z98           IWC_z99
Height(km)                   0.018             0.054             0.094             0.138             0.185             0.236             0.292             0.353             0.418             0.489             0.566             0.649             0.739             0.835             0.938             1.050             1.169             1.297             1.434             1.581             1.739             1.908             2.079             2.248             2.414             2.578             2.740             2.902             3.063             3.224             3.385             3.546             3.707             3.869             4.032             4.195             4.359             4.524             4.691             4.858             5.026             5.195             5.366             5.537             5.711             5.885             6.062             6.240             6.420             6.602             6.786             6.972             7.161             7.351             7.543             7.738             7.934             8.133             8.334             8.538             8.744             8.954             9.166             9.381             9.598             9.816            10.036            10.258            10.480            10.702            10.923            11.142            11.360            11.578            11.794            12.009            12.224            12.438            12.652            12.865            13.079            13.292            13.505            13.719            13.933            14.146            14.361            14.575            14.790            15.005            15.220            15.435            15.651            15.866            16.082            16.297            16.513            16.728            16.943
26/01/14_00:00      0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000    0.000000000000
26/01/14_00:30      0.000055541015    0.000045180415    0.000037831247    0.000026658508    0.000024426539    0.000025577983    0.000028914104    0.000032303440    0.000035215126    0.000037464109    0.000039095525    0.000036150530    0.000030054924    0.000022241409    0.000013286261    0.000004862223    0.000000053051    0.000000003863    0.000000002337    0.000000001571    0.000000001140    0.000000000881    0.000000000767    0.000000000719    0.000000000692    0.000000000680    0.000000000666    0.000000000653    0.000000000642    0.000000000631    0.000000000620    0.000000000609    0.000000000599    0.000000000589    0.000000000579    0.000000000569    0.000000000559    0.000000000549    0.000000000538    0.000000000528    0.000000000518    0.000000000507    0.000000000497    0.000000000486    0.000000000475    0.000000000465    0.000000000454    0.000000000443    0.000000000432    0.000000000420    0.000000000408    0.000000000395    0.000000000383    0.000000000370    0.000000000358    0.000000000346    0.000000000335    0.000000000323    0.000000000312    0.000000000301    0.000000000290    0.000000000281    0.000000000271    0.000000000263    0.000000000255    0.000000000247    0.000000000240    0.000000000233    0.000000000226    0.000000000220    0.000000000213    0.000000000207    0.000000000201    0.000000000195    0.000000000190    0.000000000184    0.000000000179    0.000000000173    0.000000000168    0.000000000163    0.000000000157    0.000000000152    0.000000000146    0.000000000141    0.000000000136    0.000000000131    0.000000000127    0.000000000122    0.000000000118    0.000000000114    0.000000000110    0.000000000106    0.000000000102    0.000000000099    0.000000000096    0.000000000092    0.000000000089    0.000000000086    0.000000000083
26/01/14_01:00      0.000134950271    0.000089934532    0.000071400762    0.000068550507    0.000072518902    0.000089681802    0.000118535863    0.000158059018    0.000209847320    0.000274141785    0.000346788263    0.000422702840    0.000485093391    0.000521107228    0.000517618610    0.000461091753    0.000366635475    0.000246657204    0.000126164436    0.000035230376    0.000000007743    0.000000002895    0.000000001361    0.000000000932    0.000000000751    0.000000000757    0.000000000692    0.000000000668    0.000000000644    0.000000000632    0.000000000620    0.000000000609    0.000000000598    0.000000000588    0.000001689813    0.000013766229    0.000045340057    0.000097804259    0.000167872728    0.000232534541    0.000251250574    0.000119010598    0.000032708358    0.000000069916    0.000000000476    0.000000000465    0.000000000454    0.000000000442    0.000000000431    0.000000000419    0.000000000407    0.000000000395    0.000000000383    0.000000000371    0.000000000358    0.000000000346    0.000000000334    0.000000000321    0.000000000310    0.000000000299    0.000000000289    0.000000000280    0.000000000271    0.000000000263    0.000000000255    0.000000000247    0.000000000240    0.000000000233    0.000000000226    0.000000000219    0.000000000213    0.000000000207    0.000000000201    0.000000000195    0.000000000190    0.000000000184    0.000000000179    0.000000000174    0.000000000168    0.000000000163    0.000000000158    0.000000000152    0.000000000147    0.000000000142    0.000000000137    0.000000000132    0.000000000127    0.000000000123    0.000000000118    0.000000000114    0.000000000110    0.000000000106    0.000000000103    0.000000000099    0.000000000096    0.000000000092    0.000000000089    0.000000000086    0.000000000083
26/01/14_01:30      0.005815238692    0.006660195533    0.007689617574    0.008777206764    0.009801358916    0.010769117624    0.011632644571    0.012160805054    0.012420707382    0.012373602018    0.012005519122    0.011271459982    0.010130079463    0.008627204224    0.006976196542    0.005223446060    0.003592828522    0.002185579855    0.001124461880    0.000478680653    0.000152182649    0.000058162856    0.000056581135    0.000095636846    0.000172025713    0.000329797942    0.000593098579    0.000919698388    0.001339886221    0.001896416186    0.002648544032    0.003654025029    0.004975590389    0.006583276670    0.008533099666    0.011049997993    0.014986036345    0.021041844040    0.027034537867    0.030017627403    0.028823571280    0.023212708533    0.015029547736    0.006895341445    0.001353430795    0.000000834242    0.000000000454    0.000000000441    0.000000000429    0.000000000417    0.000000000405    0.000000000393    0.000000000382    0.000000000371    0.000000000359    0.000000000346    0.000000000333    0.000000000320    0.000000000308    0.000000000298    0.000000000288    0.000000000279    0.000000000271    0.000000000263    0.000000000255    0.000000000248    0.000000000240    0.000000000233    0.000000000226    0.000000000219    0.000000000213    0.000000000207    0.000000000201    0.000000000195    0.000000000190    0.000000000184    0.000000000179    0.000000000173    0.000000000168    0.000000000162    0.000000000157    0.000000000152    0.000000000147    0.000000000142    0.000000000137    0.000000000132    0.000000000127    0.000000000122    0.000000000118    0.000000000113    0.000000000109    0.000000000105    0.000000000102    0.000000000098    0.000000000095    0.000000000092    0.000000000089    0.000000000086    0.000000000083
26/01/14_02:00      0.075673684478    0.044661287218    0.043013714254    0.041957668960    0.040972169489    0.040766201913    0.040481526405    0.040180027485    0.039445716888    0.038246836513    0.036403227597    0.033796511590    0.030036276206    0.025068717077    0.019335055724    0.013425589539    0.008609878831    0.004849892110    0.002320338041    0.000863329333    0.000221723181    0.000027924527    0.000021189568    0.000026779304    0.000044060806    0.000072357783    0.000114237409    0.000196155903    0.000340039551    0.000564376882    0.000897206366    0.001399461878    0.002168169711    0.003359186696    0.005328093190    0.008945357986    0.015039404854    0.021696310490    0.026221141219    0.026391984895    0.021058591083    0.012314522639    0.004200065043    0.000184021439    0.000000000475    0.000000000463    0.000000000452    0.000000000440    0.000000000429    0.000000000418    0.000000000407    0.000000000395    0.000000000382    0.000000000370    0.000000000358    0.000000000345    0.000000000332    0.000000000320    0.000000000307    0.000000000296    0.000000000286    0.000000000277    0.000000000269    0.000000000262    0.000000000254    0.000000000247    0.000000000239    0.000000000232    0.000000000226    0.000000000219    0.000000000213    0.000000000207    0.000000000201    0.000000000195    0.000000000189    0.000000000184    0.000000000178    0.000000000173    0.000000000168    0.000000000163    0.000000000158    0.000000000153    0.000000000147    0.000000000142    0.000000000137    0.000000000132    0.000000000126    0.000000000121    0.000000000116    0.000000000112    0.000000000108    0.000000000104    0.000000000101    0.000000000098    0.000000000094    0.000000000091    0.000000000088    0.000000000086    0.000000000083
26/01/14_02:30      0.186333343387    0.049749255180    0.047409132123    0.050140321255    0.053332693875    0.057215269655    0.061108671129    0.064038552344    0.065630517900    0.065597057343    0.063719540834    0.059707734734    0.053248640150    0.044591497630    0.034577906132    0.024536244571    0.016015561298    0.009122618474    0.004380450118    0.001699601882    0.000421413715    0.000041317784    0.000005752625    0.000000000905    0.000000000695    0.000000000759    0.000000000690    0.000000000656    0.000000000650    0.000000000635    0.000000000621    0.000000000610    0.000000000599    0.000000000588    0.000000000578    0.000000000569    0.000000000562    0.000000000557    0.000000000554    0.000000000552    0.000000000552    0.000000000551    0.000000000551    0.000000000549    0.000000000545    0.000000000537    0.000000000527    0.000000000515    0.000000000500    0.000000000479    0.000000000451    0.000000000419    0.000000000390    0.000000000372    0.000000000360    0.000000000347    0.000000000335    0.000000000322    0.000000000310    0.000000000298    0.000000000288    0.000000000278    0.000000000269    0.000000000261    0.000000000254    0.000000000246    0.000000000239    0.000000000232    0.000000000226    0.000000000219    0.000000000213    0.000000000207    0.000000000201    0.000000000195    0.000000000190    0.000000000184    0.000000000179    0.000000000173    0.000000000168    0.000000000163    0.000000000158    0.000000000153    0.000000000148    0.000000000143    0.000000000137    0.000000000132    0.000000000127    0.000000000121    0.000000000116    0.000000000112    0.000000000108    0.000000000104    0.000000000101    0.000000000098    0.000000000094    0.000000000091    0.000000000089    0.000000000086    0.000000000083
26/01/14_03:00      0.073943652213    0.081027545035    0.077714629471    0.075170993805    0.074652396142    0.073849707842    0.072641901672    0.070457212627    0.067185245454    0.062637299299    0.057280816138    0.050817485899    0.042950838804    0.034678373486    0.026556504890    0.018298350275    0.011357150041    0.006108533125    0.002667129505    0.000860605622    0.000150065855    0.000013201212    0.000000000773    0.000000001409    0.000000000693    0.000000000680    0.000000000735    0.000000000654    0.000000000665    0.000000000693    0.000000000695    0.000000000695    0.000000000691    0.000000000683    0.000000000672    0.000000000658    0.000000000645    0.000000000631    0.000000000618    0.000000000606    0.000000000593    0.000000000581    0.000000000568    0.000000000556    0.000000000544    0.000000000533    0.000000000521    0.000000000509    0.000000000498    0.000000000487    0.000000000477    0.000000000464    0.000000000444    0.000000000414    0.000000000379    0.000000000352    0.000000000338    0.000000000326    0.000000000314    0.000000000302    0.000000000290    0.000000000280    0.000000000270    0.000000000262    0.000000000254    0.000000000246    0.000000000239    0.000000000232    0.000000000226    0.000000000219    0.000000000213    0.000000000207    0.000000000201    0.000000000196    0.000000000190    0.000000000184    0.000000000179    0.000000000174    0.000000000169    0.000000000164    0.000000000159    0.000000000154    0.000000000148    0.000000000143    0.000000000138    0.000000000132    0.000000000127    0.000000000122    0.000000000117    0.000000000112    0.000000000108    0.000000000105    0.000000000101    0.000000000098    0.000000000095    0.000000000092    0.000000000089    0.000000000086    0.000000000083
26/01/14_03:30      1.863753080368    0.339989244938    0.111312866211    0.064736858010    0.059268143028    0.056455176324    0.052796538919    0.048370908946    0.043167460710    0.037491947412    0.031546588987    0.025617171079    0.019852159545    0.014538932592    0.010038611479    0.006550642196    0.003925815690    0.002110054716    0.000997237279    0.000357416138    0.000089379428    0.000000003797    0.000000001462    0.000000000911    0.000000000695    0.000000000784    0.000000000701    0.000000000723    0.000000000727    0.000000000737    0.000000000730    0.000000000715    0.000000000698    0.000000000680    0.000000000664    0.000000000649    0.000000000635    0.000000000622    0.000000000611    0.000000000600    0.000000000589    0.000000000578    0.000000000567    0.000000000555    0.000000000543    0.000000000531    0.000000000519    0.000000000506    0.000000000494    0.000000000483    0.000000000471    0.000000000460    0.000000000451    0.000000000441    0.000000000426    0.000000000399    0.000000000363    0.000000000333    0.000000000317    0.000000000305    0.000000000293    0.000000000282    0.000000000271    0.000000000262    0.000000000253    0.000000000245    0.000000000238    0.000000000231    0.000000000225    0.000000000218    0.000000000212    0.000000000206    0.000000000200    0.000000000195    0.000000000189    0.000000000184    0.000000000179    0.000000000173    0.000000000168    0.000000000163    0.000000000158    0.000000000153    0.000000000148    0.000000000142    0.000000000137    0.000000000132    0.000000000126    0.000000000121    0.000000000117    0.000000000112    0.000000000108    0.000000000105    0.000000000101    0.000000000098    0.000000000095    0.000000000092    0.000000000089    0.000000000086    0.000000000083
26/01/14_04:00      0.378725767136    0.058333821595    0.030476413667    0.034977201372    0.046316664666    0.057874783874    0.068391807377    0.076863616705    0.082464218140    0.084642089903    0.083113923669    0.077676624060    0.068595454097    0.056837175041    0.043582074344    0.029898412526    0.019094733521    0.010360572487    0.005162942223    0.002349997638    0.000946093991    0.000198579248    0.000035390218    0.000009493117    0.000000000698    0.000000000708    0.000000000751    0.000000000759    0.000000000756    0.000000000743    0.000000000721    0.000000000704    0.000000000686    0.000000000670    0.000000000656    0.000000000643    0.000000000631    0.000000000620    0.000000000609    0.000000000598    0.000000000587    0.000000000576    0.000000000564    0.000000000552    0.000000000539    0.000000000525    0.000000000512    0.000000000499    0.000000000487    0.000000000475    0.000000000463    0.000000000453    0.000000000445    0.000000000436    0.000000000427    0.000000000417    0.000000000406    0.000000000388    0.000000000358    0.000000000322    0.000000000298    0.000000000286    0.000000000275    0.000000000265    0.000000000256    0.000000000248    0.000000000240    0.000000000232    0.000000000225    0.000000000218    0.000000000212    0.000000000206    0.000000000200    0.000000000195    0.000000000190    0.000000000184    0.000000000179    0.000000000174    0.000000000169    0.000000000164    0.000000000159    0.000000000154    0.000000000149    0.000000000144    0.000000000139    0.000000000133    0.000000000128    0.000000000123    0.000000000118    0.000000000113    0.000000000109    0.000000000105    0.000000000101    0.000000000098    0.000000000095    0.000000000092    0.000000000089    0.000000000086    0.000000000083
